FID,id,longitude,latitude,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,geom
focos_brasil_hoje_ref.ee7b7012-164a-31fe-b5fa-8b06e78df8b6,ee7b7012-164a-31fe-b5fa-8b06e78df8b6,-45.304,-5.77,2020-09-24T16:35:00,AQUA_M-T,BARRA DO CORDA,MARANHÃO,Brasil,2101608,21,33,,,,Cerrado,POINT (-5.77 -45.304)
focos_brasil_hoje_ref.84f3027a-a493-3383-a2d7-e20a44c8e3ab,84f3027a-a493-3383-a2d7-e20a44c8e3ab,-50.777,0.498,2020-09-24T16:35:00,AQUA_M-T,MACAPÁ,AMAPÁ,Brasil,1600303,16,33,,,,Amazônia,POINT (0.498 -50.777)
focos_brasil_hoje_ref.47616dc8-6771-3ace-8a24-977290758e03,47616dc8-6771-3ace-8a24-977290758e03,-43.739,-3.245,2020-09-24T16:35:00,AQUA_M-T,MORROS,MARANHÃO,Brasil,2107100,21,33,,,,Cerrado,POINT (-3.245 -43.739)
focos_brasil_hoje_ref.0d5ea9b4-9c72-35d9-883d-99079462a228,0d5ea9b4-9c72-35d9-883d-99079462a228,-45.063,-4.208,2020-09-24T16:35:00,AQUA_M-T,BOM LUGAR,MARANHÃO,Brasil,2102077,21,33,,,,Amazônia,POINT (-4.208 -45.063)
focos_brasil_hoje_ref.af0c86bf-8ce2-3a33-a1dd-25c088552ddc,af0c86bf-8ce2-3a33-a1dd-25c088552ddc,-51.719,-5.756,2020-09-24T16:35:00,AQUA_M-T,SÃO FÉLIX DO XINGU,PARÁ,Brasil,1507300,15,33,,,,Amazônia,POINT (-5.756 -51.719)
focos_brasil_hoje_ref.010bdaf4-cb18-3a42-89a6-fc9dbf37b675,010bdaf4-cb18-3a42-89a6-fc9dbf37b675,-49.362,-5.711,2020-09-24T16:35:00,AQUA_M-T,MARABÁ,PARÁ,Brasil,1504208,15,33,,,,Amazônia,POINT (-5.711 -49.362)
focos_brasil_hoje_ref.04e05f45-dcbf-30c1-97d9-94aa377c7003,04e05f45-dcbf-30c1-97d9-94aa377c7003,-49.345,-5.709,2020-09-24T16:35:00,AQUA_M-T,MARABÁ,PARÁ,Brasil,1504208,15,33,,,,Amazônia,POINT (-5.709 -49.345)
focos_brasil_hoje_ref.b6b47c4a-63eb-35c0-8b5a-dad94acfcfe5,b6b47c4a-63eb-35c0-8b5a-dad94acfcfe5,-42.359,-3.037,2020-09-24T16:35:00,AQUA_M-T,TUTÓIA,MARANHÃO,Brasil,2112506,21,33,,,,Cerrado,POINT (-3.037 -42.359)
focos_brasil_hoje_ref.62ce8fc7-706d-3c08-8477-0b6a2cfd75e0,62ce8fc7-706d-3c08-8477-0b6a2cfd75e0,-42.857,-2.989,2020-09-24T16:35:00,AQUA_M-T,BARREIRINHAS,MARANHÃO,Brasil,2101707,21,33,,,,Cerrado,POINT (-2.989 -42.857)
focos_brasil_hoje_ref.89c670ef-6f7e-3ce8-a83b-4c3d037230be,89c670ef-6f7e-3ce8-a83b-4c3d037230be,-50.091,-5.74,2020-09-24T16:35:00,AQUA_M-T,MARABÁ,PARÁ,Brasil,1504208,15,33,,,,Amazônia,POINT (-5.74 -50.091)
focos_brasil_hoje_ref.02c016b5-fbb4-31c4-b77b-6cbe37dd0959,02c016b5-fbb4-31c4-b77b-6cbe37dd0959,-44.017,-4.206,2020-09-24T16:35:00,AQUA_M-T,COROATÁ,MARANHÃO,Brasil,2103604,21,33,,,,Cerrado,POINT (-4.206 -44.017)
focos_brasil_hoje_ref.5010ff2b-14e8-3bf0-ba5f-0d88330881b1,5010ff2b-14e8-3bf0-ba5f-0d88330881b1,-48.834,-3.649,2020-09-24T16:35:00,AQUA_M-T,PARAGOMINAS,PARÁ,Brasil,1505502,15,33,,,,Amazônia,POINT (-3.649 -48.834)
focos_brasil_hoje_ref.a7624c4d-4dc6-33f5-8111-a272dbfb3bdd,a7624c4d-4dc6-33f5-8111-a272dbfb3bdd,-50.788,0.502,2020-09-24T16:35:00,AQUA_M-T,MACAPÁ,AMAPÁ,Brasil,1600303,16,33,,,,Amazônia,POINT (0.502 -50.788)
focos_brasil_hoje_ref.d1efaad4-7244-33a9-b2b4-23effe7d5dfb,d1efaad4-7244-33a9-b2b4-23effe7d5dfb,-51.724,-5.753,2020-09-24T16:35:00,AQUA_M-T,SÃO FÉLIX DO XINGU,PARÁ,Brasil,1507300,15,33,,,,Amazônia,POINT (-5.753 -51.724)
focos_brasil_hoje_ref.cfcdab69-7f58-384a-a15e-0f294bc98961,cfcdab69-7f58-384a-a15e-0f294bc98961,-45.054,-4.207,2020-09-24T16:35:00,AQUA_M-T,BOM LUGAR,MARANHÃO,Brasil,2102077,21,33,,,,Amazônia,POINT (-4.207 -45.054)
focos_brasil_hoje_ref.ba6ba1cd-fa0a-3d62-8844-1a6d1016b174,ba6ba1cd-fa0a-3d62-8844-1a6d1016b174,-47.702,-7.081,2020-09-24T16:30:00,AQUA_M-T,BABAÇULÂNDIA,TOCANTINS,Brasil,1703008,17,33,,,,Cerrado,POINT (-7.081 -47.702)
focos_brasil_hoje_ref.d1d5b763-6480-341f-b8db-258ed581d02b,d1d5b763-6480-341f-b8db-258ed581d02b,-53.78,-10.291,2020-09-24T16:30:00,AQUA_M-T,PEIXOTO DE AZEVEDO,MATO GROSSO,Brasil,5106422,51,33,,,,Amazônia,POINT (-10.291 -53.78)
focos_brasil_hoje_ref.a473e793-f9b6-3855-92ff-677fa6b477bf,a473e793-f9b6-3855-92ff-677fa6b477bf,-46.169,-9.84,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.84 -46.169)
focos_brasil_hoje_ref.295c9d1b-70aa-3ff8-a491-0e2e6f80ef75,295c9d1b-70aa-3ff8-a491-0e2e6f80ef75,-47.46,-9.83,2020-09-24T16:30:00,AQUA_M-T,RIO SONO,TOCANTINS,Brasil,1718758,17,33,,,,Cerrado,POINT (-9.83 -47.46)
focos_brasil_hoje_ref.bba81052-064a-33ce-80f6-7d8280fff788,bba81052-064a-33ce-80f6-7d8280fff788,-47.715,-7.083,2020-09-24T16:30:00,AQUA_M-T,BABAÇULÂNDIA,TOCANTINS,Brasil,1703008,17,33,,,,Cerrado,POINT (-7.083 -47.715)
focos_brasil_hoje_ref.6db947dc-1be3-3e49-afcb-4be6f5778dcc,6db947dc-1be3-3e49-afcb-4be6f5778dcc,-47.075,-10.285,2020-09-24T16:30:00,AQUA_M-T,NOVO ACORDO,TOCANTINS,Brasil,1715101,17,33,,,,Cerrado,POINT (-10.285 -47.075)
focos_brasil_hoje_ref.1cdb9a1f-1bc0-390c-b2bf-f26dc130dce5,1cdb9a1f-1bc0-390c-b2bf-f26dc130dce5,-46.972,-9.765,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.765 -46.972)
focos_brasil_hoje_ref.2a2d6872-5673-345f-89a0-357a66c7a034,2a2d6872-5673-345f-89a0-357a66c7a034,-47.864,-7.001,2020-09-24T16:30:00,AQUA_M-T,WANDERLÂNDIA,TOCANTINS,Brasil,1722081,17,33,,,,Cerrado,POINT (-7.001 -47.864)
focos_brasil_hoje_ref.9234839e-d341-35a0-b929-7d8613a3d55f,9234839e-d341-35a0-b929-7d8613a3d55f,-46.959,-9.763,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.763 -46.959)
focos_brasil_hoje_ref.8a969c6d-a24d-3dd4-9532-b2501c020300,8a969c6d-a24d-3dd4-9532-b2501c020300,-46.05,-9.753,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.753 -46.05)
focos_brasil_hoje_ref.d5ec56fd-bb1c-334a-9ba7-55d69f367fa2,d5ec56fd-bb1c-334a-9ba7-55d69f367fa2,-45.693,-6.928,2020-09-24T16:30:00,AQUA_M-T,SÃO RAIMUNDO DAS MANGABEIRAS,MARANHÃO,Brasil,2111607,21,33,,,,Cerrado,POINT (-6.928 -45.693)
focos_brasil_hoje_ref.b81135f4-fc72-3eb2-8d1f-d790ac590934,b81135f4-fc72-3eb2-8d1f-d790ac590934,-47.814,-10.255,2020-09-24T16:30:00,AQUA_M-T,SANTA TEREZA DO TOCANTINS,TOCANTINS,Brasil,1719004,17,33,,,,Cerrado,POINT (-10.255 -47.814)
focos_brasil_hoje_ref.49e3900b-cd71-3ecf-9655-fe6a2697c478,49e3900b-cd71-3ecf-9655-fe6a2697c478,-45.954,-9.751,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.751 -45.954)
focos_brasil_hoje_ref.f2e819db-a0a4-38b9-ac7e-ea096f3813de,f2e819db-a0a4-38b9-ac7e-ea096f3813de,-45.96,-9.75,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.75 -45.96)
focos_brasil_hoje_ref.f9a2d399-033e-3092-b61c-04c7c3c4e4ed,f9a2d399-033e-3092-b61c-04c7c3c4e4ed,-45.98,-6.895,2020-09-24T16:30:00,AQUA_M-T,SÃO RAIMUNDO DAS MANGABEIRAS,MARANHÃO,Brasil,2111607,21,33,,,,Cerrado,POINT (-6.895 -45.98)
focos_brasil_hoje_ref.a8a2484d-5b04-300f-968c-670ed816327e,a8a2484d-5b04-300f-968c-670ed816327e,-46.329,-9.699,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.699 -46.329)
focos_brasil_hoje_ref.814b7364-cb74-33aa-a266-ef5efdb1369e,814b7364-cb74-33aa-a266-ef5efdb1369e,-46.285,-10.009,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-10.009 -46.285)
focos_brasil_hoje_ref.ed7734d8-144f-36d6-b979-b35b59fbd484,ed7734d8-144f-36d6-b979-b35b59fbd484,-45.906,-9.663,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.663 -45.906)
focos_brasil_hoje_ref.ffb73938-7c6f-3ef8-9eeb-fa8488865665,ffb73938-7c6f-3ef8-9eeb-fa8488865665,-51.951,-9.659,2020-09-24T16:30:00,AQUA_M-T,SÃO FÉLIX DO XINGU,PARÁ,Brasil,1507300,15,33,,,,Amazônia,POINT (-9.659 -51.951)
focos_brasil_hoje_ref.4bb4579e-5f03-3751-bc82-f322a28057be,4bb4579e-5f03-3751-bc82-f322a28057be,-45.195,-6.83,2020-09-24T16:30:00,AQUA_M-T,LORETO,MARANHÃO,Brasil,2106102,21,33,,,,Cerrado,POINT (-6.83 -45.195)
focos_brasil_hoje_ref.9713d382-27a0-3f5f-bab5-9465ba063cc7,9713d382-27a0-3f5f-bab5-9465ba063cc7,-46.524,-9.614,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.614 -46.524)
focos_brasil_hoje_ref.5a4ad8e6-4927-342a-a900-99eed4c3e77f,5a4ad8e6-4927-342a-a900-99eed4c3e77f,-45.185,-6.828,2020-09-24T16:30:00,AQUA_M-T,LORETO,MARANHÃO,Brasil,2106102,21,33,,,,Cerrado,POINT (-6.828 -45.185)
focos_brasil_hoje_ref.e6e78bb9-865c-3782-b260-0bdd6b5686ee,e6e78bb9-865c-3782-b260-0bdd6b5686ee,-46.512,-9.612,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.612 -46.512)
focos_brasil_hoje_ref.8c3c7b15-53de-3d35-8b17-e7a1e5848198,8c3c7b15-53de-3d35-8b17-e7a1e5848198,-46.537,-9.605,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.605 -46.537)
focos_brasil_hoje_ref.75bfbebc-52e8-3316-8b4f-ce254066d07f,75bfbebc-52e8-3316-8b4f-ce254066d07f,-46.525,-9.603,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.603 -46.525)
focos_brasil_hoje_ref.bd26d69a-4392-37a6-a2a2-66a9f4888687,bd26d69a-4392-37a6-a2a2-66a9f4888687,-44.769,-6.816,2020-09-24T16:30:00,AQUA_M-T,SÃO DOMINGOS DO AZEITÃO,MARANHÃO,Brasil,2110658,21,33,,,,Cerrado,POINT (-6.816 -44.769)
focos_brasil_hoje_ref.c5b5910e-2a5f-3ad8-b93e-f0d1978dc0f9,c5b5910e-2a5f-3ad8-b93e-f0d1978dc0f9,-46.514,-9.602,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.602 -46.514)
focos_brasil_hoje_ref.8c56a746-8541-36da-ad9f-f69c56f7868c,8c56a746-8541-36da-ad9f-f69c56f7868c,-45.498,-6.799,2020-09-24T16:30:00,AQUA_M-T,MIRADOR,MARANHÃO,Brasil,2106706,21,33,,,,Cerrado,POINT (-6.799 -45.498)
focos_brasil_hoje_ref.dcacd048-2296-363e-8b9f-51c58ac5abda,dcacd048-2296-363e-8b9f-51c58ac5abda,-46.539,-9.595,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.595 -46.539)
focos_brasil_hoje_ref.75b8dbfc-bfc9-3ea9-8b7b-43616f68557e,75b8dbfc-bfc9-3ea9-8b7b-43616f68557e,-46.134,-10.009,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-10.009 -46.134)
focos_brasil_hoje_ref.e38fb5c3-d4a3-3b57-aafc-5fc6dce0d2fb,e38fb5c3-d4a3-3b57-aafc-5fc6dce0d2fb,-46.298,-10,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-10 -46.298)
focos_brasil_hoje_ref.72a8626c-a764-321f-b232-dbf4e0be0a57,72a8626c-a764-321f-b232-dbf4e0be0a57,-46.527,-9.593,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.593 -46.527)
focos_brasil_hoje_ref.da10578c-dbba-366a-9abd-f9626459c7fd,da10578c-dbba-366a-9abd-f9626459c7fd,-48.218,-9.462,2020-09-24T16:30:00,AQUA_M-T,TOCANTÍNIA,TOCANTINS,Brasil,1721109,17,33,,,,Cerrado,POINT (-9.462 -48.218)
focos_brasil_hoje_ref.7ed308d1-e697-3678-9e52-5949a0354f27,7ed308d1-e697-3678-9e52-5949a0354f27,-48.035,-6.792,2020-09-24T16:30:00,AQUA_M-T,WANDERLÂNDIA,TOCANTINS,Brasil,1722081,17,33,,,,Amazônia,POINT (-6.792 -48.035)
focos_brasil_hoje_ref.79e5c7f4-da08-377a-80cb-d24711f8295a,79e5c7f4-da08-377a-80cb-d24711f8295a,-48.141,-9.452,2020-09-24T16:30:00,AQUA_M-T,TOCANTÍNIA,TOCANTINS,Brasil,1721109,17,33,,,,Cerrado,POINT (-9.452 -48.141)
focos_brasil_hoje_ref.d29d7aec-e60f-3cd8-8897-b6ffbd851923,d29d7aec-e60f-3cd8-8897-b6ffbd851923,-44.321,-6.707,2020-09-24T16:30:00,AQUA_M-T,PASTOS BONS,MARANHÃO,Brasil,2108009,21,33,,,,Cerrado,POINT (-6.707 -44.321)
focos_brasil_hoje_ref.03811560-ece0-3c00-bd8d-27be520fc070,03811560-ece0-3c00-bd8d-27be520fc070,-48.126,-9.45,2020-09-24T16:30:00,AQUA_M-T,TOCANTÍNIA,TOCANTINS,Brasil,1721109,17,33,,,,Cerrado,POINT (-9.45 -48.126)
focos_brasil_hoje_ref.3d1c2038-e1f5-309d-b81a-4d7346e4fe47,3d1c2038-e1f5-309d-b81a-4d7346e4fe47,-46.915,-9.423,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.423 -46.915)
focos_brasil_hoje_ref.4e4d0ca1-2a86-3d4d-9325-b8f2d68af16a,4e4d0ca1-2a86-3d4d-9325-b8f2d68af16a,-44.312,-6.706,2020-09-24T16:30:00,AQUA_M-T,PASTOS BONS,MARANHÃO,Brasil,2108009,21,33,,,,Cerrado,POINT (-6.706 -44.312)
focos_brasil_hoje_ref.3b12761a-940e-3f1c-b821-ee4d491f4133,3b12761a-940e-3f1c-b821-ee4d491f4133,-50.578,-9.419,2020-09-24T16:30:00,AQUA_M-T,SANTANA DO ARAGUAIA,PARÁ,Brasil,1506708,15,33,,,,Amazônia,POINT (-9.419 -50.578)
focos_brasil_hoje_ref.6ee107d6-5d58-3613-9e4f-e36356c04996,6ee107d6-5d58-3613-9e4f-e36356c04996,-46.909,-9.419,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.419 -46.909)
focos_brasil_hoje_ref.95c1b425-d2cc-3fb3-8a81-37d89449c5fd,95c1b425-d2cc-3fb3-8a81-37d89449c5fd,-44.63,-6.658,2020-09-24T16:30:00,AQUA_M-T,MIRADOR,MARANHÃO,Brasil,2106706,21,33,,,,Cerrado,POINT (-6.658 -44.63)
focos_brasil_hoje_ref.38bcd2d7-1867-3dff-ac20-5de537fd78a9,38bcd2d7-1867-3dff-ac20-5de537fd78a9,-46.588,-9.367,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.367 -46.588)
focos_brasil_hoje_ref.b7bbdd2c-72b9-3bb7-9461-79a6a129d8c6,b7bbdd2c-72b9-3bb7-9461-79a6a129d8c6,-46.568,-9.344,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.344 -46.568)
focos_brasil_hoje_ref.fdff4916-9e79-3966-b1e4-33fbad55eeab,fdff4916-9e79-3966-b1e4-33fbad55eeab,-49.533,-9.319,2020-09-24T16:30:00,AQUA_M-T,ABREULÂNDIA,TOCANTINS,Brasil,1700251,17,33,,,,Cerrado,POINT (-9.319 -49.533)
focos_brasil_hoje_ref.cf04a445-6fcd-37a0-bf8b-69644fe551ac,cf04a445-6fcd-37a0-bf8b-69644fe551ac,-44.607,-6.627,2020-09-24T16:30:00,AQUA_M-T,MIRADOR,MARANHÃO,Brasil,2106706,21,33,,,,Cerrado,POINT (-6.627 -44.607)
focos_brasil_hoje_ref.1d328f0c-b86d-3fae-8e96-a0a2611585bb,1d328f0c-b86d-3fae-8e96-a0a2611585bb,-47.233,-9.31,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.31 -47.233)
focos_brasil_hoje_ref.cee75288-eb77-3197-92c5-6fd05ac34972,cee75288-eb77-3197-92c5-6fd05ac34972,-44.183,-6.622,2020-09-24T16:30:00,AQUA_M-T,PASTOS BONS,MARANHÃO,Brasil,2108009,21,33,,,,Cerrado,POINT (-6.622 -44.183)
focos_brasil_hoje_ref.99121889-20c8-394c-96ba-7a8d26e10973,99121889-20c8-394c-96ba-7a8d26e10973,-47.235,-9.299,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.299 -47.235)
focos_brasil_hoje_ref.84029b0d-eddf-37c5-9d1f-d6bd6a9bd4b2,84029b0d-eddf-37c5-9d1f-d6bd6a9bd4b2,-49.957,-9.283,2020-09-24T16:30:00,AQUA_M-T,CASEARA,TOCANTINS,Brasil,1703909,17,33,,,,Cerrado,POINT (-9.283 -49.957)
focos_brasil_hoje_ref.d9f65178-4dd2-3172-afb1-7ce983c02902,d9f65178-4dd2-3172-afb1-7ce983c02902,-47.093,-9.281,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.281 -47.093)
focos_brasil_hoje_ref.26f3db65-7950-33c6-b04e-80aa869b2d6a,26f3db65-7950-33c6-b04e-80aa869b2d6a,-44.174,-6.621,2020-09-24T16:30:00,AQUA_M-T,PASTOS BONS,MARANHÃO,Brasil,2108009,21,33,,,,Cerrado,POINT (-6.621 -44.174)
focos_brasil_hoje_ref.49f1e2ab-722f-3fba-a0ed-eb97d2506de6,49f1e2ab-722f-3fba-a0ed-eb97d2506de6,-47.081,-9.279,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.279 -47.081)
focos_brasil_hoje_ref.b95e3ca0-0488-39ce-82b0-ebbe784907bc,b95e3ca0-0488-39ce-82b0-ebbe784907bc,-47.107,-9.272,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.272 -47.107)
focos_brasil_hoje_ref.4917afbb-ea93-3a15-8526-fc8edef50714,4917afbb-ea93-3a15-8526-fc8edef50714,-44.1,-6.565,2020-09-24T16:30:00,AQUA_M-T,PASTOS BONS,MARANHÃO,Brasil,2108009,21,33,,,,Cerrado,POINT (-6.565 -44.1)
focos_brasil_hoje_ref.dbe178ed-7fd5-3b91-93fc-192ee028d7b0,dbe178ed-7fd5-3b91-93fc-192ee028d7b0,-47.095,-9.27,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.27 -47.095)
focos_brasil_hoje_ref.c490b61a-9fa2-3a9e-812d-d9d562b6d977,c490b61a-9fa2-3a9e-812d-d9d562b6d977,-47.082,-9.269,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.269 -47.082)
focos_brasil_hoje_ref.8c0e9c9b-1a45-33da-b23f-bc32f59a65db,8c0e9c9b-1a45-33da-b23f-bc32f59a65db,-44.614,-6.619,2020-09-24T16:30:00,AQUA_M-T,MIRADOR,MARANHÃO,Brasil,2106706,21,33,,,,Cerrado,POINT (-6.619 -44.614)
focos_brasil_hoje_ref.daf27a15-22ab-3803-859e-e4f4278b0ae1,daf27a15-22ab-3803-859e-e4f4278b0ae1,-47.089,-9.263,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.263 -47.089)
focos_brasil_hoje_ref.4065d0d0-c99c-3333-b837-8792cb000af0,4065d0d0-c99c-3333-b837-8792cb000af0,-44.101,-6.556,2020-09-24T16:30:00,AQUA_M-T,PASTOS BONS,MARANHÃO,Brasil,2108009,21,33,,,,Cerrado,POINT (-6.556 -44.101)
focos_brasil_hoje_ref.d0ce1b52-88de-32e2-847b-8198db9cc199,d0ce1b52-88de-32e2-847b-8198db9cc199,-47.091,-9.252,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.252 -47.091)
focos_brasil_hoje_ref.d956cb8d-58f6-3078-ab27-4b0a91452e92,d956cb8d-58f6-3078-ab27-4b0a91452e92,-47.209,-9.247,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.247 -47.209)
focos_brasil_hoje_ref.13a7ea78-950d-3f41-ad21-9ebb406c214b,13a7ea78-950d-3f41-ad21-9ebb406c214b,-46.785,-6.529,2020-09-24T16:30:00,AQUA_M-T,SÃO JOÃO DO PARAÍSO,MARANHÃO,Brasil,2111052,21,33,,,,Cerrado,POINT (-6.529 -46.785)
focos_brasil_hoje_ref.91a91057-1714-3ddd-be5d-fa3b2c23bdd0,91a91057-1714-3ddd-be5d-fa3b2c23bdd0,-47.196,-9.245,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.245 -47.196)
focos_brasil_hoje_ref.12dccdbc-e458-33b6-ab5a-4d9d77ef16b2,12dccdbc-e458-33b6-ab5a-4d9d77ef16b2,-46.416,-9.201,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.201 -46.416)
focos_brasil_hoje_ref.2f843b08-b074-3708-9dd9-4849e6841369,2f843b08-b074-3708-9dd9-4849e6841369,-44.006,-6.496,2020-09-24T16:30:00,AQUA_M-T,PASTOS BONS,MARANHÃO,Brasil,2108009,21,33,,,,Cerrado,POINT (-6.496 -44.006)
focos_brasil_hoje_ref.a46be50d-3747-35af-a35f-58f49380bf28,a46be50d-3747-35af-a35f-58f49380bf28,-47.082,-9.171,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.171 -47.082)
focos_brasil_hoje_ref.f43cdc8f-e421-3460-a2f0-aea53544eaa3,f43cdc8f-e421-3460-a2f0-aea53544eaa3,-47.108,-9.164,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.164 -47.108)
focos_brasil_hoje_ref.2507ae49-58eb-30c5-b74b-d4df96ab6bfa,2507ae49-58eb-30c5-b74b-d4df96ab6bfa,-47.096,-9.162,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.162 -47.096)
focos_brasil_hoje_ref.8f2d2849-0541-36e0-a523-7cb9b7811463,8f2d2849-0541-36e0-a523-7cb9b7811463,-46.045,-6.459,2020-09-24T16:30:00,AQUA_M-T,FORMOSA DA SERRA NEGRA,MARANHÃO,Brasil,2104099,21,33,,,,Cerrado,POINT (-6.459 -46.045)
focos_brasil_hoje_ref.6b856472-3102-36f7-a0b7-869c966af7e5,6b856472-3102-36f7-a0b7-869c966af7e5,-47.083,-9.16,2020-09-24T16:30:00,AQUA_M-T,LIZARDA,TOCANTINS,Brasil,1712405,17,33,,,,Cerrado,POINT (-9.16 -47.083)
focos_brasil_hoje_ref.2e7117d2-6fcf-3536-af2b-a79101177317,2e7117d2-6fcf-3536-af2b-a79101177317,-45.68,-6.456,2020-09-24T16:30:00,AQUA_M-T,FERNANDO FALCÃO,MARANHÃO,Brasil,2104081,21,33,,,,Cerrado,POINT (-6.456 -45.68)
focos_brasil_hoje_ref.a99b28da-1758-3f09-b214-d215f2966f4b,a99b28da-1758-3f09-b214-d215f2966f4b,-46.181,-9.16,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.16 -46.181)
focos_brasil_hoje_ref.3230c443-1c93-3bd1-a54b-2fd986a67c46,3230c443-1c93-3bd1-a54b-2fd986a67c46,-46.182,-9.15,2020-09-24T16:30:00,AQUA_M-T,ALTO PARNAÍBA,MARANHÃO,Brasil,2100501,21,33,,,,Cerrado,POINT (-9.15 -46.182)
